48.6,596.4,264.1,4635,581.4,373.6,4.9254,15146,197.5,1100.6
52.4,596.4,261.0,4635,580.05,375.8,4.926,15102,200.0,1096.4
51.0,581.6,265.0,4710,593.1,376.5,4.9062,14992,205.0,1105.2
53.0,588.0,265.0,4680,591.75,376.0,4.929,14980,203.3,1086.0
52.48,599.2,265.3,4725,585.9,374.0,4.95,15072,197.3,1113.0
56.52,592.0,268.0,4950,601.65,379.0,4.9644,15286,196.5,1086.0
53.4,598.4,269.5,4950,538.65,380.0,4.9638,15210,200.4,1085.6
52.8,598.4,271.3,4815,533.25,382.0,4.9572,15124,201.2,1088.4
53.0,607.2,270.0,4911,537.75,386.5,4.959,15172,202.9,1088.4
56.48,602.4,272.0,4905,522.0,381.0,4.9548,15170,200.2,1080.0
59.92,584.8,273.0,4905,523.35,383.0,4.9566,15120,197.7,1085.0
62.0,593.2,273.5,4734,519.75,387.3,4.9536,15040,195.0,1087.8
58.4,608.0,271.2,4596,511.47,392.4,4.944,14878,190.0,1089.6
57.6,612.0,267.5,4608,512.1,376.5,4.98,15030,191.3,1088.8
61.04,607.2,273.0,4680,518.4,372.5,5.007,15072,188.0,1083.2
55.2,605.6,276.22,4746,524.7,374.8,5.01,15188,190.3,1080.8
54.8,611.2,274.6,4668,525.6,378.5,5.0064,15376,193.5,1068.0
58.6,619.2,275.44,4611,525.6,374.2,4.9656,15250,192.0,1053.6
54.88,623.2,277.8,4593,521.55,374.5,4.935,15214,188.0,1058.0
48.6,623.2,266.0,4464,515.7,367.5,4.9368,15096,187.6,1064.8
44.4,629.6,249.5,4560,509.04,372.0,4.9578,15230,187.5,1053.6
44.6,637.2,246.0,4509,506.25,376.0,4.9464,15152,186.3,1070.0
47.2,623.6,250.2,4425,506.25,374.8,4.95,15108,183.5,1094.8
45.8,624.8,218.0,4425,504.45,377.6,4.9704,15156,181.5,1094.6
47.16,625.2,227.66,4440,495.0,372.5,4.9716,15104,179.8,1089.6
47.6,626.8,229.2,4500,485.1,381.0,4.9716,15100,182.5,1102.8
47.0,635.2,237.0,4500,488.7,389.0,4.968,15084,181.7,1084.0
46.92,637.6,230.0,4545,485.55,389.5,4.95,14996,181.2,1091.0
46.32,634.4,231.0,4509,491.85,395.9,4.944,15032,180.2,1081.2
45.68,638.96,236.5,4377,502.65,388.0,4.902,14926,178.0,1067.2
46.0,649.2,238.0,4254,507.6,388.2,4.8972,15002,175.0,1053.6
47.2,641.6,235.5,4170,479.52,390.0,4.9038,15062,175.3,1049.2
41.72,650.0,234.5,4083,463.77,403.5,4.9056,15082,176.0,1050.0
43.2,654.56,233.5,4035,478.8,400.0,4.905,15066,176.0,1031.6
41.36,655.6,237.0,4005,472.5,398.0,4.8672,15042,177.5,1044.0
40.6,656.8,239.0,4020,478.8,390.0,4.8732,15090,177.0,1045.8
41.2,656.0,245.0,3906,474.3,389.0,4.8984,15036,177.5,1049.4
40.16,656.0,249.0,3900,478.8,381.4,4.8738,14980,177.3,1046.8
40.64,650.8,250.5,3960,453.15,380.8,4.866,14990,170.6,1032.0
40.68,653.2,245.0,3990,456.12,380.8,4.8738,14958,172.5,1029.0
41.88,652.8,253.36,3960,454.05,385.6,4.8612,15070,173.0,1038.4
41.28,655.2,253.2,3750,454.5,382.0,4.8498,14974,171.8,1038.0
40.6,657.2,248.5,3798,472.5,383.8,4.8432,14928,175.2,1042.8
40.04,657.6,243.0,3807,482.4,383.7,4.8372,14914,178.3,1052.4
40.2,651.6,238.0,3840,477.9,381.4,4.8438,14698,178.5,1055.2
41.0,651.2,248.0,3576,477.0,384.5,4.842,14660,178.3,1040.4
42.2,647.2,244.2,3480,479.25,383.0,4.8456,14632,179.5,1050.4
42.4,649.6,247.3,3570,490.5,388.0,4.8612,14788,182.0,1061.2
41.64,648.0,258.0,3600,494.46,387.8,4.8408,14982,181.5,1069.6
39.64,651.6,260.0,3609,490.05,387.2,4.8384,14960,177.0,1062.4
39.8,646.0,252.0,3588,495.9,388.8,4.8414,15040,177.6,1064.0
39.48,637.2,261.5,3660,494.1,384.0,4.842,14972,176.6,1066.4
39.52,640.0,258.0,3711,485.1,384.8,4.8492,15026,177.8,1060.0
40.92,634.0,250.0,3624,502.2,384.0,4.8978,14972,179.5,1074.8
41.84,635.6,243.0,3570,496.8,380.0,4.9026,14930,180.5,1075.8
42.2,638.8,249.0,3573,491.85,378.0,4.9062,14906,174.2,1078.4
39.8,633.6,247.0,3525,473.04,377.9,4.9098,14942,172.0,1087.4
38.68,639.6,245.5,3546,473.4,352.0,4.8948,15058,175.2,1085.0
38.6,641.6,252.8,3585,465.75,348.0,4.8984,15012,173.2,1089.2
39.2,638.0,252.8,3711,475.2,349.2,4.9002,14994,172.0,1091.6
40.16,632.8,250.0,3588,480.15,352.5,4.896,14976,171.2,1084.8
40.04,635.2,254.5,3459,474.3,351.4,4.8846,14938,172.3,1085.6
38.2,641.36,254.5,3405,465.75,351.7,4.9008,14976,173.6,1088.4
39.0,640.0,261.76,3378,468.0,354.6,4.8954,15012,173.3,1080.0
37.88,642.0,258.8,3315,471.6,358.0,4.8984,15020,170.6,1087.6
38.4,652.8,261.9,3336,480.6,358.9,4.914,14990,176.9,1102.8
37.8,657.6,257.0,3309,488.7,360.4,4.929,15084,174.3,1096.0
36.88,660.4,251.4,3417,499.05,360.8,4.9362,15126,173.2,1092.4
37.64,656.4,248.2,3519,498.6,363.8,4.9542,15072,174.1,1093.2
37.92,654.8,246.6,3696,503.1,359.0,4.9404,15100,174.1,1093.6
37.36,654.8,249.5,3750,506.25,358.5,4.941,15074,175.4,1104.8
37.76,658.4,244.6,3870,476.1,358.0,4.95,15208,175.0,1121.2
36.64,654.0,249.8,3819,486.9,359.5,4.9506,15370,176.5,1119.2
37.6,653.6,247.3,3615,489.15,363.4,4.9236,15582,176.5,1112.4
38.72,655.2,244.0,3810,482.4,354.0,4.9386,15708,179.0,1100.8
39.12,656.0,245.4,3699,495.9,379.0,4.9566,15772,179.8,1114.0
38.6,655.2,246.9,3825,498.15,379.4,4.9578,15804,177.3,1106.0
39.6,656.0,250.0,3900,489.6,374.6,4.974,15830,178.7,1115.2
38.72,654.8,248.4,4053,483.75,379.2,4.977,15824,177.8,1125.0
38.96,654.8,250.5,4095,488.25,375.9,4.9902,15862,178.3,1114.0
40.4,654.0,250.5,3975,484.02,374.0,4.9824,15888,178.5,1135.2
41.0,654.4,252.6,4098,498.6,378.0,5.001,15872,178.0,1140.0
41.04,655.2,250.4,4089,507.6,379.0,4.9782,15836,179.0,1133.6
40.68,654.0,253.0,3915,503.55,376.6,4.9788,15874,179.0,1133.4
41.4,652.4,253.0,3879,496.98,372.0,4.986,16032,178.8,1127.2
41.52,653.2,250.5,3873,506.7,370.5,4.9698,15946,177.6,1117.6
40.88,654.4,246.5,3996,498.24,369.8,4.911,16128,176.5,1116.4
42.16,655.6,246.5,4017,495.54,372.3,4.8852,16030,177.6,1115.8
41.92,652.16,249.24,4005,504.0,373.5,4.8864,16126,176.3,1117.2
42.44,653.2,251.46,4065,504.9,374.7,4.887,16178,175.3,1125.6
41.84,648.56,251.0,4005,500.94,373.1,4.8948,16152,173.6,1111.2
40.68,652.0,250.02,4218,504.9,372.6,4.836,16106,172.0,1102.8
40.96,654.0,254.0,4185,498.24,371.0,4.848,16046,171.7,1104.4
40.32,649.6,252.2,4284,494.1,369.8,4.8516,16136,172.0,1096.2
41.0,648.8,255.0,4188,504.0,370.0,4.8852,16182,169.3,1096.2
41.04,648.8,256.0,4305,501.3,368.0,4.902,16298,170.0,1090.0
40.32,651.76,256.5,4200,503.55,368.0,4.8768,16236,170.4,1077.2
41.44,653.36,255.0,4140,502.2,368.0,4.8552,16260,170.8,1072.8
40.88,656.0,252.8,4092,497.7,360.0,4.8606,16312,174.7,1075.2
40.4,653.6,253.7,4206,491.85,337.2,4.8642,16468,177.0,1067.0
39.76,662.4,249.3,4140,475.65,337.0,4.8564,16358,180.5,1062.0
40.64,655.6,251.9,4170,476.1,340.0,4.9218,16386,179.2,1064.0
40.68,652.4,253.0,4320,474.84,341.5,5.0028,16518,179.8,1065.0
42.56,654.4,251.0,4305,477.45,341.5,4.98,16502,179.5,1073.6
44.44,664.0,250.5,4380,503.73,334.0,5.0298,16414,180.8,1072.4
44.04,661.2,246.8,4305,505.62,333.0,5.019,16466,178.0,1077.0
45.0,661.2,248.5,4275,507.96,330.5,5.0496,16416,176.5,1085.2
44.56,660.4,248.12,4275,517.5,330.1,5.055,16494,175.9,1093.8
46.08,665.2,251.0,4239,520.65,330.6,5.0448,16498,174.9,1084.8
46.0,660.0,251.0,4305,532.8,328.6,5.0628,16520,175.7,1090.8
45.28,661.6,251.0,4350,532.8,327.7,5.049,16494,176.2,1103.2
44.2,658.0,250.5,4200,519.75,330.2,5.0172,16312,176.6,1115.2
45.4,655.6,251.0,4230,523.35,331.2,5.019,16330,176.6,1110.0
45.12,657.6,253.4,4200,516.15,331.0,5.028,16340,177.8,1109.0
47.56,664.0,258.0,4155,528.75,332.0,4.992,16316,179.5,1112.0
46.88,671.2,262.0,4080,525.15,337.5,5.001,16256,178.3,1103.2
46.52,672.0,264.0,4050,520.2,333.4,4.9908,16234,178.2,1101.4
46.08,674.4,280.0,4173,521.1,333.8,4.9944,16264,179.9,1101.2
43.28,671.6,272.0,4128,524.97,335.4,4.9704,16078,178.8,1099.64
44.08,676.0,300.0,4254,526.32,335.8,4.9968,16132,178.7,1117.2
43.36,670.0,295.0,4314,526.5,328.0,4.9836,16176,181.0,1135.2
44.68,670.8,315.0,4533,531.0,325.2,4.9818,16216,182.0,1124.0
43.92,672.56,299.0,4530,530.1,326.0,4.9932,16214,180.5,1122.4
44.12,671.2,300.5,4542,530.73,324.8,5.0052,16200,180.8,1121.6
44.64,675.6,298.7,4575,530.1,321.2,5.0022,16190,181.6,1121.2
44.44,672.96,298.0,4464,520.65,325.0,5.001,16084,181.1,1121.8
44.76,674.4,312.5,4485,521.1,319.0,5.0136,16070,180.9,1122.0
44.44,673.2,320.5,4503,519.75,318.0,5.0154,16166,180.9,1129.6
44.0,672.0,322.2,4650,526.95,314.1,5.0334,16320,180.5,1116.0
41.76,673.6,327.5,4566,508.68,311.0,5.0148,16180,179.6,1112.0
41.52,673.6,323.0,4431,508.95,312.0,5.0328,16110,178.9,1130.4
40.6,677.2,327.0,4266,523.35,311.4,5.0208,15954,182.2,1134.0
41.4,676.8,307.5,4215,534.15,314.8,4.9974,15940,183.5,1135.2
41.4,680.4,290.0,4155,536.4,314.5,4.9926,16022,183.4,1138.0
40.16,680.0,299.5,4065,536.85,312.7,4.9776,15960,185.7,1130.4
39.12,680.0,281.0,3948,536.4,312.0,4.9974,16000,185.0,1138.0
39.6,680.0,277.0,4029,532.98,312.0,4.98,15888,184.0,1141.2
39.36,678.4,276.0,4020,540.0,306.0,4.9938,15766,190.4,1147.6
40.64,679.2,284.0,4020,537.3,302.0,4.9998,15802,189.2,1145.4
39.44,678.8,281.5,3945,538.65,298.5,5.0004,15750,190.0,1145.2
39.8,677.6,288.0,4044,538.2,295.0,5.0262,15538,191.5,1154.4
39.84,674.0,286.2,4176,529.11,276.0,5.043,15680,190.0,1155.6
39.44,672.0,281.2,4335,532.35,282.8,5.0322,15700,186.6,1156.6
38.72,668.0,276.5,4476,529.2,281.6,5.0472,15860,187.3,1147.4
37.48,668.4,267.8,4413,529.47,273.7,5.0634,15772,186.2,1163.2
37.84,668.4,271.6,4350,525.15,274.6,5.058,15724,182.8,1161.8
37.72,659.2,279.0,4416,535.5,269.6,5.0514,15656,183.8,1179.6
38.68,665.6,269.0,4464,541.8,282.0,5.055,15476,184.2,1188.8
39.36,672.8,273.6,4308,538.2,282.4,5.064,15548,183.0,1188.4
41.52,675.2,265.06,4299,538.65,282.5,5.0544,15450,185.4,1192.8
41.56,679.6,265.0,4494,540.45,280.2,5.0358,15534,184.2,1196.0
40.68,676.0,267.2,4497,529.38,277.2,5.022,15534,183.5,1189.6
39.96,678.8,270.0,4452,527.76,274.5,5.0622,15480,185.4,1192.2
41.2,675.2,276.5,4605,534.6,270.1,5.067,15530,184.6,1189.2
40.52,676.0,281.0,4554,534.87,273.5,5.0574,15520,185.6,1208.0
41.68,663.36,276.5,4506,528.93,277.5,5.067,15634,187.4,1195.6
42.48,651.36,278.4,4545,518.4,268.4,5.064,15780,185.4,1187.2
41.36,658.8,265.72,4605,525.15,271.3,5.055,15630,186.0,1174.4
40.6,662.0,261.2,4560,521.19,274.0,5.0622,15760,186.8,1181.6
42.0,657.6,257.4,4920,519.93,278.0,5.0664,15916,189.0,1173.4
42.4,654.0,267.0,4920,522.0,274.7,5.0664,15856,189.6,1187.2
43.8,658.0,258.5,4866,514.8,278.0,5.031,15956,188.3,1185.2
46.52,669.2,258.48,4920,516.15,278.2,5.0334,15756,187.7,1194.0
45.36,673.2,252.5,4821,531.0,283.8,5.0046,15832,187.5,1186.8
44.84,674.4,257.0,4800,524.25,283.0,5.007,15908,186.1,1163.2
44.08,670.4,255.5,4875,526.41,277.5,4.9992,15840,185.1,1172.4
44.4,668.4,256.0,4875,528.3,275.5,4.9902,15892,182.2,1151.6
44.6,660.4,255.5,4833,535.05,278.0,5.0022,15746,182.9,1156.4
46.12,662.0,259.8,4740,529.65,282.0,5.0112,15640,181.3,1162.4
44.32,659.6,260.5,4695,529.2,281.4,5.0118,15618,180.7,1152.8
44.2,660.4,265.6,4665,530.55,283.4,5.0268,15644,182.0,1162.0
45.52,658.4,268.0,4665,529.2,284.5,5.034,15602,181.5,1170.6
45.44,655.6,268.0,4545,522.0,283.8,5.0124,15546,182.2,1181.2
45.4,656.0,266.0,4650,525.96,280.4,4.9944,15550,181.5,1176.0
47.92,653.2,261.5,4716,546.39,281.1,4.995,15496,183.7,1178.4
48.08,646.56,268.0,4680,552.15,284.5,5.0106,15494,179.6,1176.0
47.84,649.6,268.7,4575,554.13,286.5,5.0076,15396,178.1,1175.6
49.16,651.2,268.0,4620,552.15,288.0,4.9872,15606,176.8,1187.0
49.4,648.96,263.2,4740,550.8,287.8,4.9986,15580,175.5,1182.0
48.32,646.4,269.0,4395,551.52,289.2,4.992,15548,181.5,1191.2
49.4,634.8,271.5,4386,556.11,289.0,4.9992,15462,181.5,1195.4
48.96,638.4,274.5,4305,562.05,297.1,4.9992,15380,181.9,1180.4
49.4,639.6,259.5,4191,553.5,299.6,4.9998,15416,182.2,1180.0
48.2,637.6,255.6,4320,553.59,303.8,5.0238,15416,183.4,1179.6
45.6,637.6,255.9,4326,555.3,298.8,5.0304,15500,182.0,1180.0
44.8,649.2,256.1,4275,554.85,326.0,5.016,15274,182.6,1165.6
44.76,656.8,251.6,4269,550.08,320.0,5.0088,15282,184.4,1180.8
45.76,657.2,251.7,4260,551.7,325.9,5.0046,15242,183.0,1180.0
48.08,653.6,252.8,4266,552.6,326.0,5.0052,15296,183.7,1186.0
47.36,652.4,253.6,4245,553.5,324.5,5.0058,15304,183.8,1188.0
50.2,650.0,255.0,4284,563.4,331.5,5.019,15298,183.2,1192.2
51.0,639.6,256.6,4200,566.55,334.5,5.031,15438,186.5,1196.0
49.28,638.4,262.22,4050,569.25,335.4,5.0232,15352,184.9,1197.8
49.6,639.2,265.5,3975,571.95,330.1,5.0094,15290,175.2,1194.0
50.88,628.0,263.8,3906,570.6,328.5,5.016,15324,176.6,1189.6
48.96,621.36,268.0,3900,568.71,325.5,5.028,15246,178.3,1203.6
47.36,618.16,270.5,3981,576.9,337.0,5.0274,15236,177.5,1201.6
48.6,617.36,265.8,3885,582.3,339.6,5.0268,15210,176.3,1208.0
47.72,610.0,267.0,3855,581.4,336.0,5.034,15236,176.8,1204.8
48.24,604.4,270.5,3780,585.9,335.4,5.0298,15240,177.0,1209.2
47.2,606.8,265.7,3930,578.7,342.1,5.0424,15296,179.3,1215.6
48.92,609.6,278.0,3984,580.32,349.3,5.037,15266,178.5,1230.0
49.4,610.0,276.0,3996,591.3,355.0,5.037,15288,176.7,1232.0
50.72,604.8,280.0,4005,589.05,358.0,5.0508,15274,177.5,1242.2
50.6,602.8,278.2,3990,579.15,353.0,5.0442,15354,174.8,1239.2
50.12,608.0,283.0,3960,583.2,349.8,5.0352,15372,171.7,1246.0
50.64,605.36,284.4,3981,580.5,351.0,5.0256,15352,173.1,1247.4
49.84,604.8,286.0,3900,584.1,348.0,5.0214,15306,173.2,1237.0
48.2,603.2,283.5,3810,580.5,348.6,4.992,15224,170.4,1236.2
48.64,610.0,275.0,3675,578.97,349.5,5.0364,15174,173.7,1247.0
46.4,609.2,268.5,3675,574.65,354.5,5.0406,15026,173.0,1238.0
49.32,612.4,268.0,3735,577.35,361.6,5.0514,15018,174.3,1247.2
48.52,613.6,270.0,3786,584.1,369.5,5.0598,15014,176.0,1237.0
48.64,613.6,273.0,3675,598.5,371.5,5.0538,15046,174.5,1239.2
49.76,615.2,272.0,3672,603.0,371.2,5.046,15002,175.3,1246.8
48.92,617.6,275.0,3636,611.55,378.0,5.0526,14952,173.5,1234.0
49.52,617.2,283.0,3597,604.8,380.1,5.0436,14926,172.4,1232.8
49.08,617.2,284.2,3675,600.3,380.0,5.052,14970,173.9,1227.0
50.4,617.6,271.5,3675,605.7,382.5,5.046,14896,175.4,1232.4
51.2,618.16,269.5,3690,610.2,386.0,5.037,14788,176.5,1254.6
49.8,619.6,277.0,3690,610.65,380.0,5.0136,14622,176.0,1266.0
49.8,618.56,279.4,3441,606.6,377.0,5.0358,14686,181.8,1272.0
50.48,618.0,292.5,3375,600.3,372.0,5.0262,14604,178.0,1271.2
49.72,617.6,280.0,3450,607.05,368.0,5.016,14406,178.8,1275.0
49.32,615.2,269.2,3555,609.3,364.5,5.0256,14470,180.0,1283.6
48.24,616.0,268.0,3714,604.62,357.0,4.9956,14146,180.7,1298.0
47.08,617.6,266.5,3762,601.38,371.0,5.0004,14186,180.0,1290.4
45.72,616.4,268.1,3750,603.0,363.0,4.9902,14094,180.2,1279.6
